grades,sports,fincome,ses,workage,hmwktime,female,academic,remedial,advanced,_pscore,_treated,_support,_weight,_n1,_nn,_grades,_id,_pdif,set,diff
2.5,0,1,1,14,5,0,1,0,0,.5147229819007866,0,1,,1205,1,2,758,.0003352588785773,330,.0006029635
2.5,0,2,2,15,5,0,0,0,0,.4582871253636695,0,1,1,1130,1,2.5,672,.0001256630220099,153,.00012566302
3.5,0,3,2,14,6,1,1,1,0,.3433799983765807,0,1,1,1016,1,3.5,483,.0006501362035058,336,.00065013621
3,0,7,2,11,3,0,0,0,0,.4448228929711778,0,1,2,1112,1,2.5,652,.0002456680282469,228,.00024566802
2.5,1,6,2,11,4,0,0,1,0,.4975067536124599,1,1,1,736,1,2,1181,.0002375105176696,441,.007653798
2,0,3,2,13,1,0,0,1,1,.3823560308136055,0,1,1,1044,1,2,549,5.61882627748e-06,75,5.6188264e-06
3.5,0,3,2,13,3,1,1,1,1,.2712678497097128,0,1,,962,1,2.5,369,.0013816638687733,412,.0028073681
3.5,0,5,2,13,3,1,0,1,0,.2052067668121455,0,1,,909,1,3.5,174,.0007626295478158,,
2.5,1,2,1,11,4,0,0,0,1,.4292679471989281,1,1,2,622,1,3.5,1088,.000086047767221,121,.000086047767
4,1,3,2,13,5,1,1,0,0,.298802937325465,1,1,,415,1,4,982,.0001101799502755,307,.00051492132
2.5,1,4,2,13,4,0,0,1,1,.481194034531187,1,1,1,715,1,2.5,1161,5.86969484956e-06,83,5.8696946e-06
2.5,0,5,2,12,4,1,0,0,0,.2157207587721922,0,1,,919,1,3.5,219,.0003518503955628,,
2.5,1,2,1,13,4,0,1,0,1,.5011223596604338,1,1,,739,1,2.5,1185,.0006122058257478,434,.0061201323
3.5,1,4,2,16,4,0,1,1,1,.5459299375358083,1,1,1,782,1,3.5,1242,.0002464003624646,229,.00024640036
2.5,1,6,2,21,5,1,0,1,0,.2119664076055912,1,1,16,201,1,2,915,0,17,0
4,1,6,2,13,6,1,1,0,1,.3452297171669197,1,1,5,488,1,4,1018,0,30,0
4,0,6,2,15,7,1,0,1,0,.2989131172757405,0,1,3,983,1,2,415,.0000811886248772,115,.000081188628
2.5,0,5,2,12,3,0,0,1,0,.4538770978808582,0,1,6,1120,1,2.5,667,0,47,0
3.5,1,4,2,16,1,0,0,0,0,.3357379403566761,1,1,2,474,1,2.5,1010,.0004213574245039,274,.00042135743
3,0,3,1,12,1,0,0,1,0,.3510763445597379,0,1,,1021,1,2.5,499,.0005292010390207,,
3,1,6,3,15,5,0,1,0,0,.5948470074959227,1,1,,826,1,3,1310,.0002410290608441,484,.19903928
2,1,6,3,12,4,1,1,0,0,.3178430559222625,1,1,3,444,1,3,992,0,26,0
3,1,7,3,16,6,1,1,0,1,.359856108966798,1,1,5,511,1,3.5,1029,0,32,0
3,1,6,3,11,5,1,0,0,1,.2824839807712496,1,1,1,388,1,4,969,.000401421347635,271,.00040142133
3.5,1,6,2,16,7,1,1,0,1,.3544826420707836,1,1,1,504,1,2,1023,.0005857638247642,322,.00058576383
3.5,0,6,3,14,2,0,1,0,1,.5136827021987085,0,1,2,1202,1,2,756,.0001294642088089,158,.00012946421
4,1,5,2,11,6,0,1,0,1,.6243686548159534,1,1,,843,1,3.5,1334,.000898364137629,425,.0045686108
3.5,0,6,2,16,6,1,0,1,0,.2654759730393832,0,1,,953,1,4,361,.0003524853268881,405,.0026003381
3,1,5,2,12,5,0,0,1,0,.518009198108759,1,1,,760,1,4,1209,.0013722794370761,450,.043211892
4,1,1,2,19,3,1,0,1,0,.1643799215597994,1,1,9,44,1,2.5,880,.0000653445529607,102,.000065344553
2,1,3,2,14,4,0,0,0,0,.437954513119211,1,1,,635,1,2.5,1106,.000228842619042,208,.00022884262
4,0,6,1,16,6,0,1,0,1,.5598954078402577,0,1,1,1256,1,3.5,800,.0004415648719409,282,.00044156486
4,0,3,2,12,5,0,0,0,1,.4914968585045295,0,1,1,1174,1,3,730,.0002315881867817,218,.00023158819
2,1,7,3,21,7,0,1,0,1,.6247223812945191,1,1,,843,1,3.5,1336,.0005446376590633,313,.00054463767
3.5,1,7,3,13,4,1,1,0,1,.3212007577539957,1,1,,450,1,3.5,998,5.27566073760e-06,360,.00096653181
3,0,2,1,13,6,1,0,0,1,.2287369406669472,0,1,1,928,1,3,260,.0001094410302169,144,.00010944103
3.5,0,4,3,12,7,1,1,0,1,.4066842739594463,0,1,,1066,1,3,586,.000813439512486,397,.0020817311
1,0,5,1,16,4,0,0,0,0,.3988590850551023,0,1,,1062,1,3.5,580,.0007938257011428,482,.19347587
2.5,0,7,2,16,3,1,0,0,0,.1787639859768121,0,1,,886,1,2.5,82,.0014036137739349,,
2,0,1,1,13,4,0,0,1,0,.4283498232860727,0,1,,1087,1,1,620,.0004961359862176,467,.14548957
2.5,0,1,1,16,4,0,0,0,0,.3825876227780736,0,1,1,1044,1,2,550,.0002372107907455,237,.00026213014
3,1,7,2,14,3,0,0,1,1,.4544648506641855,1,1,,667,1,2.5,1121,.0005877527833273,436,.0062901871
3,0,4,1,12,6,1,1,0,1,.3137541437404642,0,1,,991,1,3.5,434,.0022221942645667,,
4,0,2,1,16,3,0,1,0,1,.4470055240368847,0,1,1,1114,1,2,658,.0004550536965764,294,.0004697238
3,0,3,1,16,4,0,0,1,0,.4149183882312515,0,1,2,1075,1,4,595,.0001443414901702,171,.00014434149
1,0,5,2,16,4,1,0,1,0,.2123828558914575,0,1,,915,1,2.5,207,.0004164482858664,,
2.5,0,1,1,16,3,1,0,0,0,.1427622545568602,0,1,,868,1,2.5,14,.0004636756989339,,
3.5,1,5,2,15,6,1,0,1,0,.2680763111656808,1,1,,366,1,3,956,.0002819808061973,380,.0013513927
2,1,6,2,15,5,0,1,0,0,.5618697927118984,1,1,,802,1,3,1258,.00008637224932,123,.000086372253
3,0,4,2,12,5,1,0,0,1,.2421189072479003,0,1,1,940,1,1,301,.0001768023101734,181,.00017680231
2.5,1,6,3,16,6,1,0,0,0,.2726495135784861,1,1,5,372,1,2.5,962,.0001929544393341,185,.00019295444
2.5,0,3,2,13,5,1,0,0,0,.2278586207080179,0,1,,928,1,3,258,.0009877609891463,,
1,0,5,3,11,2,0,0,1,0,.4627305551158942,0,1,6,1135,1,2.5,679,.0002364718080116,220,.00023647181
3.5,1,7,3,13,5,0,1,1,0,.6369184525736631,1,1,,850,1,4,1345,.0008716329111886,414,.0029590507
3,0,5,2,21,4,1,0,0,0,.1702152917303929,0,1,1,883,1,3.5,62,0,6,0
1,1,4,2,16,4,1,0,0,0,.1917777703087517,1,1,6,117,1,2.5,896,.0001585067645304,269,.00038821346
2.5,1,3,1,11,5,0,0,1,0,.4833101070522124,1,1,,719,1,2.5,1164,.0002393390275871,224,.00023933903
3,1,1,2,16,4,0,1,0,0,.5014756999087451,1,1,1,739,1,2.5,1187,.0002588655774366,235,.00025886559
4,1,7,3,13,7,0,1,0,1,.6793869237178852,1,1,,862,1,3.5,1370,.0062189709794795,509,.30661076
4,0,6,2,21,6,1,1,0,1,.292426620706681,0,1,,978,1,4,402,.0004291255514138,,
3,1,1,1,11,4,0,0,0,0,.4183395519664542,1,1,1,598,1,3.5,1078,.000487943203169,301,.00048794321
2.5,1,3,1,21,7,0,1,1,1,.5672837449433588,1,1,1,805,1,3,1267,.0002560894170751,233,.00025608941
2.5,0,3,2,16,6,1,1,0,0,.3075310159090123,0,1,,988,1,3.5,430,.0009499344614272,,
4,0,5,3,13,6,1,1,0,1,.3727761749362051,0,1,,1038,1,3.5,530,.0021290507979579,508,.30661076
3,1,3,2,11,4,0,0,1,1,.4917284466913111,1,1,3,730,1,4,1174,.0002315881867817,218,.00023158819
1,0,3,2,14,3,1,0,1,0,.1941041828192992,0,1,,898,1,2.5,125,.0005792291226258,,
3,1,5,3,11,6,1,1,0,0,.3802602555619536,1,1,5,544,1,2,1041,.0002052305332021,190,.00020523054
2.5,0,3,1,12,1,0,0,0,0,.3281592215508626,0,1,1,1004,1,2.5,463,.0003006347786051,240,.00030063477
2.5,0,2,2,15,3,0,0,1,0,.4194918061783262,0,1,1,1079,1,3.5,602,.0001031331240001,141,.00010313313
2.5,0,7,2,13,5,0,1,0,0,.5805608900528709,0,1,2,1285,1,3,813,.0003125133437393,242,.00031251335
2.5,0,7,3,13,4,1,1,0,0,.3150269399201923,0,1,,991,1,3.5,437,.0009493980848386,,
2.5,0,3,2,12,6,1,1,0,0,.3340263615314268,0,1,,1008,1,2.5,470,.0008482938687452,,
2.5,1,5,2,16,5,1,0,0,0,.2176214335134787,1,1,1,225,1,4,921,.0000955565077546,133,.000095556505
3,0,5,2,15,5,1,0,0,0,.223107074914051,0,1,,925,1,3.5,238,.0015631283883909,,
2,1,3,2,14,3,0,1,1,0,.5175416651301779,1,1,,760,1,4,1207,.0018398124156572,448,.040321987
2,0,5,3,17,3,1,0,1,0,.2081419320446067,0,1,,913,1,2.5,183,.0004987118114194,,
3,0,4,2,12,4,1,1,0,1,.2870762048415497,0,1,2,974,1,4,392,.0000796704875735,113,.000079670484
2,0,5,2,15,3,0,0,1,1,.4387679668999436,0,1,,1107,1,2,636,.0008056819590415,402,.0023068083
3,0,5,2,13,3,0,0,0,0,.4219266447380712,0,1,,1081,1,4,607,.0002306311165605,474,.16273874
2.5,1,3,1,11,4,0,0,0,0,.4266349412664781,1,1,1,619,1,2.5,1086,.0000324881366534,96,.000032488137
2.5,0,4,2,11,4,0,0,1,0,.489052444584556,0,1,,1173,1,2.5,727,0,401,.0022166225
2,0,6,3,17,4,1,0,0,0,.2164148819369782,0,1,,920,1,2,221,.0002589657602863,,
2.5,1,5,2,15,3,0,0,1,0,.4319542697339371,1,1,2,625,1,3,1093,.0002282503003225,254,.00033061407
2,1,2,1,14,5,0,1,0,1,.5258406805812565,1,1,,765,1,2,1217,.002093567940692,452,.052106351
4,1,7,3,16,7,1,0,0,1,.3098062100298575,1,1,2,432,1,3.5,990,.0007168713537006,341,.00071687135
3,0,3,2,16,5,1,0,1,0,.2299956846811781,0,1,1,929,1,4,261,.0000821749450616,116,.000082174942
2.5,1,6,3,16,5,0,1,0,0,.5876568339719745,1,1,,820,1,3,1297,.0002420594517623,477,.16734229
2.5,1,6,2,11,3,0,0,0,1,.4474752478418484,1,1,4,658,1,4,1115,.0004697238049637,294,.0004697238
4,0,6,3,14,6,1,0,0,1,.2909907740601616,0,1,,978,1,4,399,.0010067210951056,,
4,1,6,3,14,6,1,1,0,1,.36978546812977,1,1,6,522,1,2,1037,3.30765296103e-06,68,3.3076531e-06
3.5,0,3,1,13,4,0,0,0,1,.4189188626953866,0,1,,1079,1,3.5,599,.0004698103589394,357,.00091346313
3,1,3,1,11,4,0,1,0,1,.5201102935163219,1,1,,761,1,2,1211,.0004793567183998,403,.0024562934
3,0,3,1,14,5,0,1,0,0,.5231689532054834,0,1,1,1213,1,3,764,5.86631197774e-06,82,5.8663118e-06
3.5,0,5,2,16,7,1,1,0,1,.3505471435207172,0,1,1,1021,1,2.5,498,0,31,0
3.5,0,5,1,11,6,1,0,0,0,.2446232024666302,0,1,,941,1,2.5,304,.0010055752826564,,
4,1,6,3,15,4,0,1,0,0,.5633690542528437,1,1,,803,1,4,1261,.0004736753066819,446,.014496305
2.5,0,6,2,14,4,0,0,1,0,.4753694709668949,0,1,,1152,1,3,704,.00013226143354,214,.00023119361
2.5,0,6,2,15,6,1,1,1,0,.3482783372360708,0,1,1,1020,1,3,495,.0003164168130846,243,.00031641682
2.5,0,7,2,16,7,0,1,0,0,.6212741388659251,0,1,,1331,1,2.5,840,.0014464565736912,384,.0014464565
3,0,7,3,16,4,0,0,0,0,.4735031969747465,0,1,,1151,1,3.5,698,.0016350803857487,453,.052343633
3.5,1,4,1,17,5,1,0,0,1,.1904141110300863,1,1,9,114,1,2,895,.0000635445429478,101,.000063544539
2,0,6,3,12,4,0,0,1,0,.5237471126405645,0,1,5,1213,1,3,765,.0005722931231034,387,.0015276106
1,0,7,3,17,5,0,1,1,0,.6088008893485383,0,1,7,1321,1,3.5,834,.0000841528179049,118,.000084152816
3,1,3,2,11,6,0,0,1,1,.5557862462336992,1,1,,798,1,3.5,1252,.001060662623204,372,.0011352843
4,0,6,2,14,5,1,0,0,1,.2372034692707176,0,1,,936,1,3,283,.0004578569476529,,
3,1,4,3,15,3,0,0,0,0,.4363364154718221,1,1,,633,1,2,1103,.0002122534800346,407,.0026766905
2.5,1,5,2,12,6,1,0,1,0,.286679233230358,1,1,1,391,1,3,973,.0000746134323912,108,.000074613432
4,1,6,2,13,4,1,0,0,1,.2184814272189061,1,1,1,226,1,3,922,0,19,0
2.5,1,5,2,11,3,0,0,1,0,.4612194556480612,1,1,,674,1,2.5,1134,0,49,0
3,0,2,1,15,4,1,0,0,1,.1733366012866198,0,1,,885,1,3.5,69,.0003082515408471,,
4,0,5,2,12,4,1,1,0,1,.2906972333179475,0,1,,977,1,1,398,.0008009413339455,,
3.5,1,7,3,12,7,0,1,0,1,.685982638309598,1,1,2,863,1,2,1374,.002924053166562,413,.0029240532
4,0,4,3,13,6,1,1,0,1,.3687721552327421,0,1,,1037,1,4,521,.0010133128970279,,
4,0,5,3,16,5,1,0,0,1,.2486879447610172,0,1,,942,1,3.5,316,.0008193622729616,,
3.5,1,7,3,16,4,0,1,1,0,.5848005924118311,1,1,,818,1,2.5,1292,.0005541760650207,475,.16392444
3.5,0,1,1,17,6,1,0,1,0,.2169982670869131,0,1,,920,1,2,224,.0003244193896486,,
1,1,2,1,14,6,1,0,1,1,.2422957095580738,1,1,4,301,1,3,940,.0001768023101734,181,.00017680231
3,1,5,2,21,4,1,0,1,0,.1865372352728946,1,1,,105,1,1,893,.0004056994058031,303,.00049054931
2.5,0,6,2,14,3,0,0,0,1,.4256061274675859,0,1,1,1085,1,1,618,.0003594865148663,263,.00035948653
3,1,2,1,16,3,0,1,1,1,.4718401786967582,1,1,5,694,1,1,1150,.0000988760424956,136,.000098876044
2.5,0,3,2,15,4,1,0,1,0,.2116045955879884,0,1,,915,1,2.5,199,.0003618120176027,,
2.5,1,5,2,13,5,0,1,1,1,.6033494188073736,1,1,,829,1,4,1315,.0018081104569073,486,.20834334
3.5,0,4,1,15,4,1,0,0,0,.1743345641710157,0,1,,885,1,3.5,74,.0006897113435488,,
2,0,7,3,16,6,1,0,1,0,.2974890204334108,0,1,,981,1,4,411,.0013037413014666,,
3.5,0,7,3,12,6,1,1,0,1,.3878969482444555,0,1,3,1048,1,1,558,.000040733951742,289,.0004607075
4,0,7,3,12,6,1,1,0,1,.3878969482444555,0,1,,1048,1,1,559,.000040733951742,186,.00019747586
4,1,7,3,16,7,1,1,0,1,.3903800188625952,1,1,3,564,1,3,1054,0,34,0
2.5,0,4,1,15,4,1,0,0,0,.1743345641710157,0,1,,885,1,3.5,75,.0006897113435488,,
2.5,0,2,1,17,3,1,0,1,0,.1554542360524061,0,1,,873,1,2.5,30,.001896578634726,,
2,0,2,2,17,4,1,0,1,0,.1980844860786622,0,1,,901,1,3,144,.0002464352171372,,
2.5,0,3,1,21,5,0,1,0,0,.4715160550733662,0,1,,1150,1,3,693,.000324123623392,457,.061601479
2.5,0,3,1,12,4,0,0,1,0,.4439855251445762,0,1,1,1111,1,2.5,651,0,45,0
3,1,2,1,15,4,0,1,1,0,.5044170849367309,1,1,,743,1,2,1191,.0002422187989285,319,.00056709111
2,0,3,2,14,4,0,1,1,0,.5495400363673074,0,1,2,1245,1,2,788,5.83086734984e-06,80,5.8308674e-06
2.5,1,6,2,15,7,1,0,1,1,.3049480541288105,1,1,3,424,1,3.5,986,.000503131989384,305,.000503132
4,0,4,2,16,7,1,1,0,1,.3466276212237184,0,1,1,1019,1,4,493,.0004493367177189,285,.00044933672
3.5,0,5,1,14,6,1,1,0,1,.3044449221394265,0,1,1,986,1,2.5,424,.000503131989384,305,.000503132
3,0,2,1,17,5,1,0,0,1,.1847083522266804,0,1,,890,1,2,97,.0010672756339507,,
2,0,5,2,16,3,1,1,1,0,.2544266472649216,0,1,,945,1,3.5,328,.0012075420463253,,
3.5,0,7,3,15,3,0,0,0,1,.4557430574152673,0,1,3,1127,1,1,668,.0003636255284541,264,.00036362553
3.5,0,7,3,13,6,1,1,0,1,.3808251895830145,0,1,,1042,1,4,545,.0002198450158061,497,.26497903
2.5,0,6,2,15,6,0,1,0,1,.60007203199651,0,1,2,1312,1,3,827,.0013629476741872,381,.0013629476
3.5,1,6,3,16,5,0,0,0,0,.5013765765902205,1,1,,739,1,2.5,1186,.0003579888959612,431,.0053979899
2.5,1,2,1,16,4,0,0,0,0,.3866373345592216,1,1,1,557,1,3.5,1047,.0002312342149848,215,.00023123421
3.5,0,2,2,16,4,1,0,0,0,.1860466859406784,0,1,,891,1,3.5,103,.0000848499264131,303,.00049054931
3.5,0,4,2,14,6,1,0,1,0,.2706894084661101,0,1,,961,1,2,368,.0009455536833464,399,.0022016135
1,1,5,1,12,2,1,0,0,0,.1510181327588876,1,1,4,23,1,2.5,871,.00006182059034,100,.000061820589
3.5,0,4,2,15,2,1,0,0,0,.1553191660185828,0,1,,873,1,2.5,27,.0020316486685493,,
4,0,3,2,12,6,1,1,1,1,.3635712614232648,0,1,2,1032,1,4,514,.000217936703043,197,.0002179367
3,1,6,3,11,6,0,1,0,0,.6534253810688477,1,1,,855,1,3.5,1355,.0029246043672895,500,.27371201
2.5,1,5,2,16,3,0,1,1,0,.5112328806244534,1,1,1,752,1,3.5,1196,.0001382817820742,251,.00032952713
2.5,1,4,2,16,4,1,0,0,0,.1917777703087517,1,1,,117,1,2.5,897,.0001585067645304,175,.00015850677
2.5,1,3,2,15,5,0,0,0,0,.4624940833078826,1,1,2,679,1,1,1135,.0002364718080116,220,.00023647181
3,0,3,2,12,2,0,0,1,1,.4206330053412706,0,1,,1080,1,1,605,.0000914487394102,476,.16702382
3.5,1,7,3,18,7,0,0,1,0,.5795114494546358,1,1,1,810,1,4,1284,2.81243026867e-07,66,2.8124302e-07
2.5,0,6,3,12,5,1,1,0,1,.3534893506743636,0,1,,1022,1,3.5,503,.0003180203398659,393,.0018750983
2,0,6,3,14,3,0,0,1,0,.4768847523846744,0,1,1,1155,1,4,707,.0000872809659634,125,.000087280969
4,0,6,3,12,6,1,1,0,1,.3838433479669727,0,1,,1046,1,2.5,554,.0003178521471754,492,.2284043
3,1,3,1,14,4,1,0,1,1,.1978380508615251,1,1,6,143,1,4,901,.0000609467041656,98,.000060946702
3,0,7,2,17,3,1,0,0,0,.1739692492064552,0,1,,885,1,3.5,73,.0003243963789882,,
2.5,0,4,2,15,3,1,0,1,0,.191936277073282,0,1,2,896,1,1,117,.0001585067645304,175,.00015850677
3.5,1,5,2,16,5,0,0,0,0,.463560834261401,1,1,,679,1,1,1137,.0008302791455069,382,.0014007362
3,1,7,2,14,4,0,0,0,0,.4547112968312364,1,1,,667,1,2.5,1124,.0008341989503782,437,.0066619152
3.5,0,4,1,11,4,1,0,1,1,.2167424983946369,0,1,1,920,1,2,223,.0000686506973725,106,.000068650697
3,0,5,1,15,5,0,0,0,0,.4375133188961578,0,1,,1105,1,1,634,.0004411942230532,281,.00044119422
2,1,7,2,15,3,1,0,0,0,.1836410765927297,1,1,5,95,1,2.5,890,.0000662181501594,103,.000066218148
4,0,5,2,16,5,1,1,0,1,.2929203793908088,0,1,,978,1,4,403,.0009228842355417,,
3,0,4,2,14,5,0,0,0,0,.4740690937718103,0,1,,1151,1,3.5,700,.0010691835886849,451,.051684342
0,0,2,1,15,4,0,0,0,0,.3937399910281076,0,1,,1058,1,3,571,.0002391829424961,487,.21042058
3,0,3,1,14,6,0,1,0,1,.5619561649612184,0,1,2,1257,1,3,802,.00008637224932,123,.000086372253
3,0,1,1,14,5,1,1,1,0,.2778348511055141,0,1,1,967,1,4,384,.0005950778215644,327,.00059507781
2.5,1,4,1,14,5,1,0,1,0,.2190032932014194,1,1,2,228,1,2.5,923,.0000244640282226,92,.000024464029
1,0,5,2,14,4,0,0,1,0,.4711511577410646,0,1,1,1149,1,3.5,690,.0004784186841448,298,.00047841869
3.5,0,4,1,11,5,1,0,1,0,.2357518406194349,0,1,,934,1,3,276,.0001848852519835,,
4,0,4,2,13,7,0,1,1,1,.6599981726062752,0,1,1,1361,1,3.5,858,.0007339296304355,346,.00073392963
2.5,0,6,2,11,6,0,0,0,1,.5435976098856808,0,1,,1240,1,3,780,.0003277059709273,369,.0010534767
2,0,4,1,14,4,0,0,1,0,.4335694187722152,0,1,,1094,1,2.5,628,.0007093519765421,340,.00070935197
2.5,0,2,1,16,5,1,0,0,0,.1850291708112181,0,1,,891,1,3.5,98,.0011023650558735,,
2.5,0,3,1,21,6,0,0,1,0,.4417909374046619,0,1,1,1109,1,4,645,.0000981238331177,135,.000098123834
2.5,0,7,2,16,5,1,0,0,0,.2239094502260463,0,1,,925,1,3.5,245,.0007607530763956,,
3,0,3,2,14,6,1,0,1,0,.267192282431532,0,1,1,955,1,3.5,365,.0000841706845874,119,.000084170686
2.5,0,3,2,15,6,1,1,0,1,.3202342259692317,0,1,,996,1,3,449,.0009612561240264,360,.00096653181
2.5,0,3,1,16,4,1,1,0,0,.227166692815724,0,1,,927,1,3.5,257,.0009086623457774,,
3.5,0,2,1,21,6,1,0,0,0,.1818339946603334,0,1,,889,1,2,92,.0003795326164096,267,.0003795326
2.5,0,1,1,13,6,0,0,1,0,.4922021687158269,0,1,1,1174,1,3,731,.0004737220245158,328,.00059743167
3,0,2,1,12,4,0,0,1,0,.4398026360881641,0,1,1,1107,1,2,640,.000228987229179,209,.00022898724
4,0,5,1,21,5,1,0,1,1,.1901816913552458,0,1,,895,1,3.5,113,.0002324196748406,,
4,1,2,1,21,5,1,0,0,0,.1613529260556671,1,1,1,40,1,3,876,.0003516434202216,356,.00086124608
3,1,3,2,12,4,1,1,0,1,.2834766763528554,1,1,,389,1,2.5,970,.0004023248939944,421,.0036564637
2.5,1,7,3,17,3,0,0,0,0,.4342787707487573,1,1,1,629,1,2,1094,.0006515319868191,433,.0057606897
2.5,1,6,2,16,3,1,0,1,1,.1974429045769744,1,1,7,142,1,2.5,900,.0001727754516598,179,.00017277546
4,1,1,1,21,5,1,0,0,0,.1587737721958888,1,1,2,37,1,2.5,875,.0011410795579279,373,.0011410796
1,1,5,2,16,3,0,0,1,0,.4246895796209219,1,1,3,616,1,2,1083,.0002217165276588,201,.00022171653
2,1,3,2,13,4,0,1,0,0,.5320497524492954,1,1,1,771,1,3,1226,.0002192276325227,198,.00021922763
3,1,6,2,11,4,0,0,1,0,.4975067536124599,1,1,,736,1,2,1182,.0002375105176696,223,.00023751051
2.5,0,3,2,11,4,0,0,1,0,.48482689659605,0,1,,1165,1,4,721,.0002314692582382,217,.00023146925
2.5,1,4,2,15,4,0,0,1,1,.4664580567840292,1,1,2,683,1,2.5,1141,.0002308145220657,212,.00023081452
3,0,4,1,16,3,1,1,0,0,.2066422494534496,0,1,1,911,1,3.5,179,.0003562258579098,262,.00035622585
2.5,1,6,3,16,4,0,1,0,1,.5628953789461618,1,1,1,803,1,4,1259,0,58,0
2.5,1,7,2,11,5,0,1,0,1,.6016635403954909,1,1,2,829,1,4,1313,.0001222320450246,150,.00012223204
4,0,1,1,16,4,1,1,0,0,.2208263406921412,0,1,,924,1,2.5,230,.0010536519771906,,
2,0,2,1,21,4,1,0,0,0,.1424385561806584,0,1,1,868,1,2.5,13,.0001399773227321,169,.00013997732
3.5,0,7,3,14,2,0,0,0,0,.424467863093263,0,1,,1083,1,1,617,.0002217165276588,201,.00022171653
3.5,1,3,2,15,5,0,1,0,0,.5493101769636248,1,1,3,788,1,2,1244,.0002298594036826,261,.00035065878
2.5,0,7,3,15,5,1,0,0,0,.2558391190040727,0,1,,945,1,3.5,333,.0002049296928258,188,.00020492969
3.5,0,4,1,15,5,1,0,0,1,.2006359506900048,0,1,,903,1,3,151,.0002526619603704,,
3,0,5,1,12,5,1,0,1,1,.2386538522945019,0,1,,937,1,3.5,285,.0018445652282063,,
1,0,3,2,17,4,1,0,1,0,.2010475044220308,0,1,,903,1,3,154,.0001588917716556,,
3.5,0,5,2,15,5,1,1,0,1,.2993178586410536,0,1,,983,1,2,416,.0003235527404359,307,.00051492132
3.5,0,6,2,14,5,1,0,0,0,.2318907152700145,0,1,1,930,1,2.5,264,.0000757990317812,110,.000075799035
1,1,2,2,16,2,0,0,1,1,.3878562142927134,1,1,3,558,1,3.5,1048,.000040733951742,97,.00004073395
2.5,0,4,2,15,5,1,1,0,1,.2956472628876562,0,1,1,980,1,2.5,407,.0000756853126421,109,.000075685311
2.5,1,1,1,14,4,1,1,0,0,.2319665143017957,1,1,5,264,1,3.5,930,.0000757990317812,110,.000075799035
1,1,4,2,14,4,1,1,1,0,.289896291984002,1,1,2,397,1,4,977,.0006848650318973,339,.00068486505
2.5,0,7,3,15,5,1,1,0,1,.3369328815136461,0,1,,1011,1,3.5,477,.0006459108405726,335,.00064591086
2.5,0,2,1,16,4,1,1,0,0,.2239837703820995,0,1,,925,1,3.5,248,.0006864329203424,,
4,0,4,2,16,5,1,0,0,0,.2145160311620751,0,1,,918,1,3.5,216,0,258,.00034641332
3,0,3,2,11,3,1,0,1,0,.2097347698809496,0,1,,914,1,3,189,.0004133940954445,,
2.5,0,2,1,16,3,1,0,0,0,.1451660112662627,0,1,1,869,1,2.5,17,0,1,0
3.5,0,3,2,13,6,1,0,0,1,.2584615960242366,0,1,,947,1,2.5,337,.0001121439832562,,
3.5,0,6,3,11,5,0,1,0,1,.6298203267795569,0,1,3,1341,1,3.5,846,.0003231669811347,247,.00032316698
2,1,5,2,11,5,0,0,1,0,.5253824814494451,1,1,,765,1,2,1215,.0016353688088806,410,.0027797164
4,1,6,3,11,6,0,1,1,0,.6762257717018776,1,1,,862,1,3.5,1369,.0030578189634719,507,.30211747
4,1,6,2,11,7,1,1,0,0,.3828497529213781,1,1,,550,1,2.5,1045,.0002621301433046,237,.00026213014
3,1,4,2,14,4,1,0,0,0,.2020434808959683,1,1,2,157,1,2.5,906,0,13,0
.5,1,2,2,15,4,0,1,0,0,.5130855012391562,1,1,,754,1,2,1199,.0001324434176144,423,.0043253144
3.5,0,6,3,15,3,1,0,0,0,.2038766496131938,0,1,,908,1,1,164,.0005633093975085,,
3.5,1,4,3,15,4,1,0,0,1,.2262580304699466,1,1,8,250,1,3,927,.0000249243602146,93,.00002492436
3,0,1,1,21,6,1,0,0,0,.1790489385553201,0,1,,887,1,3,83,.0011414050016172,,
3.5,1,6,2,16,3,0,0,1,1,.4356506754824562,1,1,,632,1,2.5,1099,.0003426768169285,420,.0034488356
3,0,2,1,16,4,1,0,0,0,.1643145770068386,0,1,,880,1,4,45,.0000653445529607,102,.000065344553
4,1,7,3,21,2,0,0,0,1,.3810450345988207,1,1,3,546,1,3.5,1042,.0002011787538493,187,.00020117876
1,1,5,2,11,3,0,0,0,0,.4364611585973203,1,1,,633,1,2,1104,.0003369966055328,402,.0023068083
2.5,1,5,2,15,6,1,0,1,0,.2680763111656808,1,1,,366,1,3,957,.0002819808061973,405,.0026003381
3,0,6,2,11,3,0,0,0,0,.440638717175823,0,1,,1108,1,3.5,643,.0010211761947427,465,.13184428
2.5,0,3,1,15,3,1,0,0,0,.1519076103497603,0,1,,872,1,2,24,.0006323060342835,,
4,0,7,3,12,6,1,1,0,1,.3878969482444555,0,1,,1048,1,1,560,.000040733951742,97,.00004073395
2,1,2,2,16,3,0,0,0,0,.388094424111444,1,1,,558,1,3.5,1049,.0001974758669885,186,.00019747586
4,1,7,2,15,6,0,1,0,1,.6041605732419738,1,1,,830,1,2.5,1316,.0014415476271614,487,.21042058
2.5,0,6,2,21,4,0,0,1,0,.4241268990198372,0,1,1,1082,1,3,614,.0000913311664505,130,.000091331167
